Bundesland	Standort	Datum	Genkopien_normalisiert
Mecklenburg-Vorpommern	Rostock	2022-06-26	41586048000000
Mecklenburg-Vorpommern	Rostock	2022-06-28	21430224000000
Mecklenburg-Vorpommern	Rostock	2022-07-03	42898896000000
Mecklenburg-Vorpommern	Rostock	2022-07-05	81950400000000
Mecklenburg-Vorpommern	Rostock	2022-07-10	52200288000000
Mecklenburg-Vorpommern	Rostock	2022-07-12	14916096000000
Mecklenburg-Vorpommern	Rostock	2022-07-17	14895360000000
Mecklenburg-Vorpommern	Rostock	2022-07-19	28230768000000
Mecklenburg-Vorpommern	Rostock	2022-07-24	69919200000000
Mecklenburg-Vorpommern	Rostock	2022-07-26	104198400000000
Mecklenburg-Vorpommern	Rostock	2022-07-31	14981760000000
Mecklenburg-Vorpommern	Rostock	2022-08-02	56678400000000
Mecklenburg-Vorpommern	Rostock	2022-08-07	45248544000000
Mecklenburg-Vorpommern	Rostock	2022-08-09	89856000000000
Mecklenburg-Vorpommern	Rostock	2022-08-14	17957376000000
Mecklenburg-Vorpommern	Rostock	2022-08-16	54561600000000
Mecklenburg-Vorpommern	Rostock	2022-08-21	27922320000000
Mecklenburg-Vorpommern	Rostock	2022-08-23	35690976000000
Mecklenburg-Vorpommern	Rostock	2022-08-28	21482496000000
Mecklenburg-Vorpommern	Rostock	2022-08-30	42984000000000
Mecklenburg-Vorpommern	Rostock	2022-09-04	16636752000000
Mecklenburg-Vorpommern	Rostock	2022-09-06	48608640000000
Mecklenburg-Vorpommern	Rostock	2022-09-11	31999104000000
Mecklenburg-Vorpommern	Rostock	2022-09-13	44141760000000
Mecklenburg-Vorpommern	Rostock	2022-09-18	118584000000000
Mecklenburg-Vorpommern	Rostock	2022-09-20	61395840000000
Mecklenburg-Vorpommern	Rostock	2022-09-25	13882752000000
Mecklenburg-Vorpommern	Rostock	2022-09-27	25885440000000
Mecklenburg-Vorpommern	Rostock	2022-10-02	51865920000000
Mecklenburg-Vorpommern	Rostock	2022-10-04	113296320000000
Mecklenburg-Vorpommern	Rostock	2022-10-09	58311360000000
Mecklenburg-Vorpommern	Rostock	2022-10-11	92901600000000
Mecklenburg-Vorpommern	Rostock	2022-10-16	27216000000000
Mecklenburg-Vorpommern	Rostock	2022-10-18	55468800000000
Mecklenburg-Vorpommern	Rostock	2022-10-23	23242464000000
Mecklenburg-Vorpommern	Rostock	2022-10-25	35514288000000
Mecklenburg-Vorpommern	Rostock	2022-10-30	15431040000000
Mecklenburg-Vorpommern	Rostock	2022-11-01	21186144000000
Mecklenburg-Vorpommern	Rostock	2022-11-06	17236800000000
Mecklenburg-Vorpommern	Rostock	2022-11-08	44703360000000
Mecklenburg-Vorpommern	Rostock	2022-11-13	18489600000000
Mecklenburg-Vorpommern	Rostock	2022-11-15	33756912000000
Mecklenburg-Vorpommern	Rostock	2022-11-20	70848000000000
Mecklenburg-Vorpommern	Rostock	2022-11-22	329270400000
Mecklenburg-Vorpommern	Rostock	2022-11-27	30003264000000
Mecklenburg-Vorpommern	Rostock	2022-11-29	27165888000000
Mecklenburg-Vorpommern	Rostock	2022-12-04	6726240000000
Mecklenburg-Vorpommern	Rostock	2022-12-06	29145744000000
Mecklenburg-Vorpommern	Rostock	2022-12-13	38029824000000
Mecklenburg-Vorpommern	Rostock	2022-12-18	67504320000000
Mecklenburg-Vorpommern	Rostock	2022-12-19	77112000000000
Mecklenburg-Vorpommern	Rostock	2022-12-25	43134768000000
Mecklenburg-Vorpommern	Rostock	2022-12-26	51960960000000
Mecklenburg-Vorpommern	Rostock	2023-01-01	12289536000000
Mecklenburg-Vorpommern	Rostock	2023-01-02	20649168000000
Mecklenburg-Vorpommern	Rostock	2023-01-08	7051968000000
Mecklenburg-Vorpommern	Rostock	2023-01-10	16536960000000
Mecklenburg-Vorpommern	Rostock	2023-01-15	15234912000000
Mecklenburg-Vorpommern	Rostock	2023-01-17	14281920000000
Mecklenburg-Vorpommern	Rostock	2023-01-22	2551348800000
Mecklenburg-Vorpommern	Rostock	2023-01-24	3790368000000
Mecklenburg-Vorpommern	Rostock	2023-01-29	15033600000000
Mecklenburg-Vorpommern	Rostock	2023-01-31	24489648000000
Mecklenburg-Vorpommern	Rostock	2023-02-05	15567552000000
Mecklenburg-Vorpommern	Rostock	2023-02-07	12156480000000
Mecklenburg-Vorpommern	Rostock	2023-02-12	24029568000000
Mecklenburg-Vorpommern	Rostock	2023-02-14	45563904000000
Mecklenburg-Vorpommern	Rostock	2023-02-19	2177280000000
Mecklenburg-Vorpommern	Rostock	2023-02-21	2691360000000
Mecklenburg-Vorpommern	Rostock	2023-02-26	1447891200000
Mecklenburg-Vorpommern	Rostock	2023-02-28	4049740800000
Mecklenburg-Vorpommern	Rostock	2023-03-05	6118675200000
Mecklenburg-Vorpommern	Rostock	2023-03-07	7837344000000
Mecklenburg-Vorpommern	Rostock	2023-03-12	3040416000000
Mecklenburg-Vorpommern	Rostock	2023-03-14	4849977600000
Mecklenburg-Vorpommern	Rostock	2023-03-19	5683824000000
Mecklenburg-Vorpommern	Rostock	2023-03-21	3934656000000
Mecklenburg-Vorpommern	Rostock	2023-03-26	2057140800000
Saarland	Saarbrücken	2022-02-14	23673159360000
Saarland	Saarbrücken	2022-02-16	71974980000000
Saarland	Saarbrücken	2022-02-21	76099201920000
Saarland	Saarbrücken	2022-02-23	70155694080000
Saarland	Saarbrücken	2022-02-28	96574658400000
Saarland	Saarbrücken	2022-03-02	105541660800000
Saarland	Saarbrücken	2022-03-07	79370254080000
Saarland	Saarbrücken	2022-03-09	171518783040000
Saarland	Saarbrücken	2022-03-14	173093379840000
Saarland	Saarbrücken	2022-03-16	356624303040000
Saarland	Saarbrücken	2022-03-21	216370478880000
Saarland	Saarbrücken	2022-03-23	294600758400000
Saarland	Saarbrücken	2022-03-28	42448363200000
Saarland	Saarbrücken	2022-03-30	77289724800000
Saarland	Saarbrücken	2022-04-04	68142168000000
Saarland	Saarbrücken	2022-04-06	46773054720000
Saarland	Saarbrücken	2022-04-11	33807481920000
Saarland	Saarbrücken	2022-04-12	18975271680000
Saarland	Saarbrücken	2022-04-18	14755919040000
Saarland	Saarbrücken	2022-04-20	10994680800000
Saarland	Saarbrücken	2022-04-25	81388152000000
Saarland	Saarbrücken	2022-04-27	50792486400000
Saarland	Saarbrücken	2022-05-02	42926116320000
Saarland	Saarbrücken	2022-05-04	59629685760000
Saarland	Saarbrücken	2022-05-09	29203701120000
Saarland	Saarbrücken	2022-05-11	34877230560000
Saarland	Saarbrücken	2022-05-18	12488808960000
Saarland	Saarbrücken	2022-05-23	41307433920000
Saarland	Saarbrücken	2022-05-24	23351349600000
Saarland	Saarbrücken	2022-05-30	49021009920000
Saarland	Saarbrücken	2022-06-07	43907244480000
Saarland	Saarbrücken	2022-06-08	30747867840000
Saarland	Saarbrücken	2022-06-13	30842311680000
Saarland	Saarbrücken	2022-06-20	63445939200000
Saarland	Saarbrücken	2022-06-22	98687030400000
Saarland	Saarbrücken	2022-06-27	112287889440000
Saarland	Saarbrücken	2022-06-29	39477987360000
Saarland	Saarbrücken	2022-07-04	47742652800000
Saarland	Saarbrücken	2022-07-06	28453196160000
Saarland	Saarbrücken	2022-07-11	43767889920000
Saarland	Saarbrücken	2022-07-13	38659783680000
Saarland	Saarbrücken	2022-07-18	120661047360000
Saarland	Saarbrücken	2022-07-20	128064952800000
Saarland	Saarbrücken	2022-07-27	48021413760000
Saarland	Saarbrücken	2022-08-01	52827785280000
Saarland	Saarbrücken	2022-08-03	39289665600000
Saarland	Saarbrücken	2022-08-08	35702415360000
Saarland	Saarbrücken	2022-08-10	27458066880000
Saarland	Saarbrücken	2022-08-15	26618155200000
Saarland	Saarbrücken	2022-08-17	50718839040000
Saarland	Saarbrücken	2022-08-22	7028946720000
Saarland	Saarbrücken	2022-08-24	9636503040000
Saarland	Saarbrücken	2022-08-29	3879411840000
Saarland	Saarbrücken	2022-08-31	3069191520000
Saarland	Saarbrücken	2022-09-07	20190578400000
Saarland	Saarbrücken	2022-09-12	34123602240000
Saarland	Saarbrücken	2022-09-14	119076350400000
Saarland	Saarbrücken	2022-09-19	36107856000000
Saarland	Saarbrücken	2022-09-21	82779624000000
Saarland	Saarbrücken	2022-09-26	58611785760000
Saarland	Saarbrücken	2022-09-28	113844316320000
Saarland	Saarbrücken	2022-10-03	41423063040000
Saarland	Saarbrücken	2022-10-05	14289799680000
Saarland	Saarbrücken	2022-10-10	35866074240000
Saarland	Saarbrücken	2022-10-12	35549599680000
Saarland	Saarbrücken	2022-10-17	45545120640000
Saarland	Saarbrücken	2022-10-19	39081208320000
Saarland	Saarbrücken	2022-10-24	28246566240000
Saarland	Saarbrücken	2022-10-26	29368094400000
Saarland	Saarbrücken	2022-11-01	62498459520000
Saarland	Saarbrücken	2022-11-02	20666119680000
Saarland	Saarbrücken	2022-11-07	34816521600000
Saarland	Saarbrücken	2022-11-09	66240603360000
Saarland	Saarbrücken	2022-11-14	17105022720000
Saarland	Saarbrücken	2022-11-16	15608462400000
Saarland	Saarbrücken	2022-11-21	12860605440000
Saarland	Saarbrücken	2022-11-23	8567881920000
Saarland	Saarbrücken	2022-11-28	7486110720000
Saarland	Saarbrücken	2022-11-30	11270430720000
Saarland	Saarbrücken	2022-12-05	5316917760000
Saarland	Saarbrücken	2022-12-07	51474666240000
Saarland	Saarbrücken	2022-12-12	26253711360000
Saarland	Saarbrücken	2022-12-14	23090624640000
Saarland	Saarbrücken	2022-12-21	32617347840000
Saarland	Saarbrücken	2022-12-26	233893033920000
Saarland	Saarbrücken	2022-12-28	34419591360000
Saarland	Saarbrücken	2023-01-02	7452000000000
Saarland	Saarbrücken	2023-01-04	6272791200000
Saarland	Saarbrücken	2023-01-09	6270302880000
Saarland	Saarbrücken	2023-01-11	6278761440000
Saarland	Saarbrücken	2023-01-16	21491166240000
Saarland	Saarbrücken	2023-01-18	27063391680000
Saarland	Saarbrücken	2023-01-23	30854736000000
Saarland	Saarbrücken	2023-01-25	21536686080000
Saarland	Saarbrücken	2023-01-30	49734959040000
Saarland	Saarbrücken	2023-02-01	33602273280000
Saarland	Saarbrücken	2023-02-06	71234208000000
Saarland	Saarbrücken	2023-02-08	49724798400000
Saarland	Saarbrücken	2023-02-13	4159002240000
Saarland	Saarbrücken	2023-02-15	4373105760000
Saarland	Saarbrücken	2023-02-20	2397669120000
Saarland	Saarbrücken	2023-02-22	4144694400000
Saarland	Saarbrücken	2023-02-27	3574821600000
Saarland	Saarbrücken	2023-03-01	778101120000
Saarland	Saarbrücken	2023-03-06	1258156800000
Saarland	Saarbrücken	2023-03-08	3968904960000
Saarland	Saarbrücken	2023-03-13	6432177600000
Saarland	Saarbrücken	2023-03-15	2981560320000
Saarland	Saarbrücken	2023-03-20	4086408960000
Saarland	Saarbrücken	2023-03-22	2911541760000
Saarland	Saarbrücken	2023-03-27	4473796320000
Saarland	Saarbrücken	2023-03-29	6960962880000
Baden-Württemberg	Stuttgart	2022-02-28	50568883200000
Baden-Württemberg	Stuttgart	2022-03-02	55492128000000
Baden-Württemberg	Stuttgart	2022-03-07	64459929600000
Baden-Württemberg	Stuttgart	2022-03-09	60215400000000
Baden-Württemberg	Stuttgart	2022-03-14	62785324800000
Baden-Württemberg	Stuttgart	2022-03-16	51618124800000
Baden-Württemberg	Stuttgart	2022-03-21	51550214400000
Baden-Württemberg	Stuttgart	2022-03-23	61651929600000
Baden-Württemberg	Stuttgart	2022-03-28	58121712000000
Baden-Württemberg	Stuttgart	2022-03-30	59727974400000
Baden-Württemberg	Stuttgart	2022-04-04	47880201600000
Baden-Württemberg	Stuttgart	2022-04-06	59274633600000
Baden-Württemberg	Stuttgart	2022-04-11	70130491200000
Baden-Württemberg	Stuttgart	2022-04-13	37504425600000
Baden-Württemberg	Stuttgart	2022-04-18	90576057600000
Baden-Württemberg	Stuttgart	2022-04-20	97132608000000
Baden-Württemberg	Stuttgart	2022-04-25	147294028800000
Baden-Württemberg	Stuttgart	2022-04-27	146136096000000
Baden-Württemberg	Stuttgart	2022-05-02	228699504000000
Baden-Württemberg	Stuttgart	2022-05-04	24583305600000
Baden-Württemberg	Stuttgart	2022-05-09	21275136000000
Baden-Württemberg	Stuttgart	2022-05-11	15432120000000
Baden-Württemberg	Stuttgart	2022-05-16	109085356800000
Baden-Württemberg	Stuttgart	2022-05-18	90754992000000
Baden-Württemberg	Stuttgart	2022-05-23	51441350400000
Baden-Württemberg	Stuttgart	2022-05-26	21514248000000
Baden-Württemberg	Stuttgart	2022-05-30	15503270400000
Baden-Württemberg	Stuttgart	2022-06-01	12032236800000
Baden-Württemberg	Stuttgart	2022-06-06	108575510400000
Baden-Württemberg	Stuttgart	2022-06-08	131272876800000
Baden-Württemberg	Stuttgart	2022-06-13	332916480000000
Baden-Württemberg	Stuttgart	2022-06-15	334537516800000
Baden-Württemberg	Stuttgart	2022-06-20	251722598400000
Baden-Württemberg	Stuttgart	2022-06-22	227617603200000
Baden-Württemberg	Stuttgart	2022-06-27	172926964800000
Baden-Württemberg	Stuttgart	2022-06-29	125916508800000
Baden-Württemberg	Stuttgart	2022-07-04	170143372800000
Baden-Württemberg	Stuttgart	2022-07-06	178511688000000
Baden-Württemberg	Stuttgart	2022-07-11	137182636800000
Baden-Württemberg	Stuttgart	2022-07-13	177747652800000
Baden-Württemberg	Stuttgart	2022-07-18	81573350400000
Baden-Württemberg	Stuttgart	2022-07-20	210239452800000
Baden-Württemberg	Stuttgart	2022-07-25	147083904000000
Baden-Württemberg	Stuttgart	2022-07-27	181633881600000
Baden-Württemberg	Stuttgart	2022-08-01	102319718400000
Baden-Württemberg	Stuttgart	2022-08-03	75137500800000
Baden-Württemberg	Stuttgart	2022-08-08	29080728000000
Baden-Württemberg	Stuttgart	2022-08-10	9625521600000
Baden-Württemberg	Stuttgart	2022-08-15	35325158400000
Baden-Württemberg	Stuttgart	2022-08-17	17928345600000
Baden-Württemberg	Stuttgart	2022-08-22	22085006400000
Baden-Württemberg	Stuttgart	2022-08-24	10077696000000
Baden-Württemberg	Stuttgart	2022-08-29	23663232000000
Baden-Württemberg	Stuttgart	2022-08-31	11599416000000
Baden-Württemberg	Stuttgart	2022-09-05	12951835200000
Baden-Württemberg	Stuttgart	2022-09-07	25529472000000
Baden-Württemberg	Stuttgart	2022-09-12	5074704000000
Baden-Württemberg	Stuttgart	2022-09-14	4096440000000
Baden-Württemberg	Stuttgart	2022-09-19	11346739200000
Baden-Württemberg	Stuttgart	2022-09-21	9774345600000
Baden-Württemberg	Stuttgart	2022-09-26	39054960000000
Baden-Württemberg	Stuttgart	2022-09-28	40835664000000
Baden-Württemberg	Stuttgart	2022-10-03	37832184000000
Baden-Württemberg	Stuttgart	2022-10-05	42711883200000
Baden-Württemberg	Stuttgart	2022-10-10	59789880000000
Baden-Württemberg	Stuttgart	2022-10-12	42471000000000
Baden-Württemberg	Stuttgart	2022-10-17	53621481600000
Baden-Württemberg	Stuttgart	2022-10-19	21942489600000
Baden-Württemberg	Stuttgart	2022-10-24	31714934400000
Baden-Württemberg	Stuttgart	2022-10-26	26310528000000
Baden-Württemberg	Stuttgart	2022-10-31	18314683200000
Baden-Württemberg	Stuttgart	2022-11-02	15724800000000
Baden-Württemberg	Stuttgart	2022-11-07	26722224000000
Baden-Württemberg	Stuttgart	2022-11-09	15013771200000
Baden-Württemberg	Stuttgart	2022-11-14	5079110400000
Baden-Württemberg	Stuttgart	2022-11-16	5494608000000
Baden-Württemberg	Stuttgart	2022-11-21	16233264000000
Baden-Württemberg	Stuttgart	2022-11-23	26150601600000
Baden-Württemberg	Stuttgart	2022-11-28	36684705600000
Baden-Württemberg	Stuttgart	2022-11-30	32492275200000
Baden-Württemberg	Stuttgart	2022-12-05	25630128000000
Baden-Württemberg	Stuttgart	2022-12-07	22260441600000
Baden-Württemberg	Stuttgart	2022-12-12	26869190400000
Baden-Württemberg	Stuttgart	2022-12-14	40752979200000
Baden-Württemberg	Stuttgart	2022-12-19	102921062400000
Baden-Württemberg	Stuttgart	2022-12-21	43789636800000
Baden-Württemberg	Stuttgart	2022-12-26	144861264000000
Baden-Württemberg	Stuttgart	2022-12-28	73386777600000
Baden-Württemberg	Stuttgart	2023-01-02	39714624000000
Baden-Württemberg	Stuttgart	2023-01-04	30711700800000
Baden-Württemberg	Stuttgart	2023-01-09	12823142400000
Baden-Württemberg	Stuttgart	2023-01-11	23767560000000
Baden-Württemberg	Stuttgart	2023-01-16	46611417600000
Baden-Württemberg	Stuttgart	2023-01-18	42854788800000
Baden-Württemberg	Stuttgart	2023-01-23	28961280000000
Baden-Württemberg	Stuttgart	2023-01-25	6540912000000
Baden-Württemberg	Stuttgart	2023-01-30	69551654400000
Baden-Württemberg	Stuttgart	2023-02-01	67160880000000
Baden-Württemberg	Stuttgart	2023-02-06	72775065600000
Baden-Württemberg	Stuttgart	2023-02-08	61457616000000
Baden-Württemberg	Stuttgart	2023-02-13	122696899200000
Baden-Württemberg	Stuttgart	2023-02-15	124370467200000
Baden-Württemberg	Stuttgart	2023-02-20	125975865600000
Baden-Württemberg	Stuttgart	2023-02-22	120577766400000
Baden-Württemberg	Stuttgart	2023-02-27	59758560000000
Baden-Württemberg	Stuttgart	2023-03-01	53383017600000
Baden-Württemberg	Stuttgart	2023-03-06	75418560000000
Baden-Württemberg	Stuttgart	2023-03-08	87532963200000
Baden-Württemberg	Stuttgart	2023-03-13	187736875200000
Baden-Württemberg	Stuttgart	2023-03-15	44848296000000
Baden-Württemberg	Stuttgart	2023-03-27	13528944000000
Baden-Württemberg	Stuttgart	2023-03-29	18411753600000
Baden-Württemberg	Tübingen	2022-02-27	7208352000000
Baden-Württemberg	Tübingen	2022-03-01	7841923200000
Baden-Württemberg	Tübingen	2022-03-06	11514182400000
Baden-Württemberg	Tübingen	2022-03-08	13464360000000
Baden-Württemberg	Tübingen	2022-03-13	6665673600000
Baden-Württemberg	Tübingen	2022-03-15	8706009600000
Baden-Württemberg	Tübingen	2022-03-20	7832721600000
Baden-Württemberg	Tübingen	2022-03-22	9465292800000
Baden-Württemberg	Tübingen	2022-03-27	9355305600000
Baden-Württemberg	Tübingen	2022-03-29	7887196800000
Baden-Württemberg	Tübingen	2022-04-03	6967296000000
Baden-Württemberg	Tübingen	2022-04-05	8985556800000
Baden-Württemberg	Tübingen	2022-04-10	14822611200000
Baden-Württemberg	Tübingen	2022-04-12	15695596800000
Baden-Württemberg	Tübingen	2022-04-17	8132140800000
Baden-Württemberg	Tübingen	2022-04-19	12883104000000
Baden-Württemberg	Tübingen	2022-04-24	22795257600000
Baden-Württemberg	Tübingen	2022-04-26	8467200000000
Baden-Württemberg	Tübingen	2022-05-01	2630102400000
Baden-Württemberg	Tübingen	2022-05-03	4744656000000
Baden-Württemberg	Tübingen	2022-05-08	4764484800000
Baden-Württemberg	Tübingen	2022-05-10	2928571200000
Baden-Württemberg	Tübingen	2022-05-15	22709808000000
Baden-Württemberg	Tübingen	2022-05-17	22054032000000
Baden-Württemberg	Tübingen	2022-05-22	3835728000000
Baden-Württemberg	Tübingen	2022-05-29	1805760000000
Baden-Württemberg	Tübingen	2022-05-31	6539097600000
Baden-Württemberg	Tübingen	2022-06-05	7487424000000
Baden-Württemberg	Tübingen	2022-06-07	13270521600000
Baden-Württemberg	Tübingen	2022-06-12	96819105600000
Baden-Württemberg	Tübingen	2022-06-14	55036800000000
Baden-Württemberg	Tübingen	2022-06-19	34527772800000
Baden-Württemberg	Tübingen	2022-06-21	36143884800000
Baden-Württemberg	Tübingen	2022-06-26	29626214400000
Baden-Württemberg	Tübingen	2022-06-28	35242387200000
Baden-Württemberg	Tübingen	2022-07-03	26166628800000
Baden-Württemberg	Tübingen	2022-07-05	40456627200000
Baden-Württemberg	Tübingen	2022-07-10	24908083200000
Baden-Württemberg	Tübingen	2022-07-12	23783760000000
Baden-Württemberg	Tübingen	2022-07-17	26023636800000
Baden-Württemberg	Tübingen	2022-07-19	24047280000000
Baden-Württemberg	Tübingen	2022-07-24	22283294400000
Baden-Württemberg	Tübingen	2022-07-26	26916494400000
Baden-Württemberg	Tübingen	2022-07-31	21481113600000
Baden-Württemberg	Tübingen	2022-08-02	9624096000000
Baden-Württemberg	Tübingen	2022-08-07	4885833600000
Baden-Württemberg	Tübingen	2022-08-09	5743008000000
Baden-Württemberg	Tübingen	2022-08-14	8043840000000
Baden-Württemberg	Tübingen	2022-08-16	20563459200000
Baden-Württemberg	Tübingen	2022-08-21	2066688000000
Baden-Württemberg	Tübingen	2022-08-23	3005640000000
Baden-Württemberg	Tübingen	2022-08-28	2741040000000
Baden-Württemberg	Tübingen	2022-08-30	1705665600000
Baden-Württemberg	Tübingen	2022-09-04	1265544000000
Baden-Württemberg	Tübingen	2022-09-06	3042230400000
Baden-Württemberg	Tübingen	2022-09-11	1835395200000
Baden-Württemberg	Tübingen	2022-09-13	905472000000
Baden-Württemberg	Tübingen	2022-09-18	1756339200000
Baden-Württemberg	Tübingen	2022-09-20	4300387200000
Baden-Württemberg	Tübingen	2022-09-25	5889024000000
Baden-Württemberg	Tübingen	2022-09-27	10978416000000
Baden-Württemberg	Tübingen	2022-10-02	6549811200000
Baden-Württemberg	Tübingen	2022-10-04	6823008000000
Baden-Württemberg	Tübingen	2022-10-09	7169385600000
Baden-Württemberg	Tübingen	2022-10-11	11933827200000
Baden-Württemberg	Tübingen	2022-10-16	6306854400000
Baden-Württemberg	Tübingen	2022-10-18	5052585600000
Baden-Württemberg	Tübingen	2022-10-23	3822249600000
Baden-Württemberg	Tübingen	2022-10-25	3757622400000
Baden-Württemberg	Tübingen	2022-10-30	1696636800000
Baden-Württemberg	Tübingen	2022-11-01	1832025600000
Baden-Württemberg	Tübingen	2022-11-06	2516616000000
Baden-Württemberg	Tübingen	2022-11-08	3461270400000
Baden-Württemberg	Tübingen	2022-11-13	2999203200000
Baden-Württemberg	Tübingen	2022-11-15	6004454400000
Baden-Württemberg	Tübingen	2022-11-20	3583440000000
Baden-Württemberg	Tübingen	2022-11-22	4183099200000
Baden-Württemberg	Tübingen	2022-11-27	6152328000000
Baden-Württemberg	Tübingen	2022-11-29	3565555200000
Baden-Württemberg	Tübingen	2022-12-04	2091355200000
Baden-Württemberg	Tübingen	2022-12-06	3446755200000
Baden-Württemberg	Tübingen	2022-12-11	5471971200000
Baden-Württemberg	Tübingen	2022-12-13	4995648000000
Baden-Württemberg	Tübingen	2022-12-18	9927014400000
Baden-Württemberg	Tübingen	2022-12-20	3600892800000
Baden-Württemberg	Tübingen	2022-12-25	19669132800000
Baden-Württemberg	Tübingen	2022-12-27	16347571200000
Baden-Württemberg	Tübingen	2023-01-01	7451136000000
Baden-Württemberg	Tübingen	2023-01-03	8831289600000
Baden-Württemberg	Tübingen	2023-01-08	2289513600000
Baden-Württemberg	Tübingen	2023-01-10	1024790400000
Baden-Württemberg	Tübingen	2023-01-15	4105598400000
Baden-Württemberg	Tübingen	2023-01-17	4151347200000
Baden-Württemberg	Tübingen	2023-01-22	3955392000000
Baden-Württemberg	Tübingen	2023-01-24	3661632000000
Baden-Württemberg	Tübingen	2023-01-29	9692697600000
Baden-Württemberg	Tübingen	2023-01-31	11240985600000
Baden-Württemberg	Tübingen	2023-02-05	6351523200000
Baden-Württemberg	Tübingen	2023-02-07	8817984000000
Baden-Württemberg	Tübingen	2023-02-19	15583449600000
Baden-Württemberg	Tübingen	2023-02-21	18204696000000
Baden-Württemberg	Tübingen	2023-02-26	5672721600000
Baden-Württemberg	Tübingen	2023-02-28	9646128000000
Baden-Württemberg	Tübingen	2023-03-05	15966720000000
Baden-Württemberg	Tübingen	2023-03-07	9575841600000
